Company,Company Score,Job Title,Location,Date,Salary,City,state,Remote,LowerSalary,UpperSalary,Mid_Salary,Group_job,Salary_Range,Company_Score_Group
ByteDance,3.3,perception software engineer - ml ops,remote,30d+,$100K - $155K (Glassdoor est.),Remote,Unknow,Yes,100.0,155.0,127.5,Software_En,101-150,ต่ำ(0-2]
Logistics Management Institute,3.7,senior front end software engineer,"chicago, il",10d,$94K - $122K (Glassdoor est.),Chicago, IL,No,94.0,122.0,108.0,Software_En,101-150,กลาง(>2-3.5]
"Hottinger, Bruel & Kjaer",3.9,software engineer (data security-us) - 2025 start (bs/ms),"san jose, ca",6d,$60.00 - $72.00 Per Hour (Employer est.),San Jose, CA,No,,,129.3361934477379,Software_En,101-150,กลาง(>2-3.5]
Sirius XM,3.6,cloud engineer,remote,3d,$105K - $125K (Employer est.),Remote,Unknow,Yes,105.0,125.0,115.0,Software_clound,101-150,กลาง(>2-3.5]
Warner Bros. Discovery,3.8,custom software engineer,"pompano beach, fl",30d+,$103K - $147K (Glassdoor est.),Pompano Beach, FL,No,103.0,147.0,125.0,Software_En,101-150,กลาง(>2-3.5]
Peloton,3.3,"senior software engineer - python, celery, redis","oakland, ca",3d,$81K - $118K (Glassdoor est.),Oakland, CA,No,81.0,118.0,99.5,Software_En,50-100,ต่ำ(0-2]
Movius Interactive Corporation,3.4,"vp, software engineering",united states,6d,$122K - $172K (Glassdoor est.),United States,Unknow,No,122.0,172.0,147.0,Software_En,101-150,ต่ำ(0-2]
Accenture Federal Services,4.0,site reliability engineer,united states,6d,$108K - $216K (Employer est.),United States,Unknow,No,108.0,216.0,162.0,Other,151-200,กลาง(>2-3.5]
Corteva,3.9,software engineer- backend,"fremont, ca",19d,$122K - $184K (Employer est.),Fremont, CA,No,122.0,184.0,153.0,Software_En,151-200,กลาง(>2-3.5]
IntraFi Network,3.3,software engineer,"elkridge, md",3d,$121K - $181K (Employer est.),Elkridge, MD,No,121.0,181.0,151.0,Software_En,151-200,ต่ำ(0-2]
PSEG,3.9,software engineer ii,"johnston, ia",9d,$78K - $133K (Employer est.),Johnston, IA,No,78.0,133.0,105.5,Software_En,101-150,กลาง(>2-3.5]
Ryzlink DBA Chuwa America,3.1,senior software engineer,"arlington, va",13d,$75K (Employer est.),Arlington, VA,No,,,129.3361934477379,Software_En,101-150,ต่ำ(0-2]
Trane Technologies,3.6,software engineer,"bethpage, ny",10d,$86K - $139K (Glassdoor est.),Bethpage, NY,No,86.0,139.0,112.5,Software_En,101-150,กลาง(>2-3.5]
Discord,4.3,software programmer,"santa clara, ca",5d,$88K - $173K (Employer est.),Santa Clara, CA,No,88.0,173.0,130.5,Software_En,101-150,กลาง(>2-3.5]
Tesla,4.2,software engineer - innovation,"saint paul, mn",10d,$182K - $244K (Glassdoor est.),Saint Paul, MN,No,182.0,244.0,213.0,Software_En,201-250,กลาง(>2-3.5]
Microsoft,4.0,"software engineer, ads (quests)","san francisco, ca",18d,$124K - $155K (Employer est.),San Francisco, CA,No,124.0,155.0,139.5,Software_En,101-150,กลาง(>2-3.5]
First American Financial Corporation,3.7,"staff software engineer, backend, factory software","fremont, ca",4d,$94K - $129K (Glassdoor est.),Fremont, CA,No,94.0,129.0,111.5,Software_En,101-150,กลาง(>2-3.5]
IntraFi Network,3.6,software engineer 2,"redmond, wa",2d,$72.84 - $80.93 Per Hour (Employer est.),Redmond, WA,No,,,129.3361934477379,Software_En,101-150,กลาง(>2-3.5]
Collins Aerospace,3.5,software engineer ii (hybrid or remote possible),"idaho falls, id",1d,$130K - $165K (Employer est.),Idaho Falls, ID,No,130.0,165.0,147.5,Software_En,101-150,กลาง(>2-3.5]
Roche,4.3,software engineer (customer-facing applications),"arlington, va",10d,$65K - $101K (Glassdoor est.),Arlington, VA,No,65.0,101.0,83.0,Software_En,50-100,กลาง(>2-3.5]
Qualtrics,3.0,software engineer,"lenexa, ks",15d,$129K - $224K (Employer est.),Lenexa, KS,No,129.0,224.0,176.5,Software_En,151-200,ต่ำ(0-2]
Edward Rose & Sons,4.4,senior software engineer - digital pathology,"santa clara, ca",2d,$161K - $243K (Employer est.),Santa Clara, CA,No,161.0,243.0,202.0,Software_En,201-250,กลาง(>2-3.5]
Michelin,5.0,senior software development engineer - data engineering team,"seattle, wa",8d,$76K - $107K (Glassdoor est.),Seattle, WA,No,76.0,107.0,91.5,Software_En,50-100,สูง(>3.5-5]
"Garmin International, Inc.",4.7,yardi enterprise software support engineer - hybrid remote,"bloomfield hills, mi",11d,$70K - $85K (Employer est.),Bloomfield Hills, MI,No,70.0,85.0,77.5,Software_En,50-100,สูง(>3.5-5]
Smart IMS,4.3,software engineer(entry/experienced) spa,"spartanburg, sc",26d,$75K - $150K (Employer est.),Spartanburg, SC,No,75.0,150.0,112.5,Software_En,101-150,กลาง(>2-3.5]
Wipro,3.9,embedded c / linux software engineer - marine,"olathe, ks",23d,$110K - $150K (Employer est.),Olathe, KS,No,110.0,150.0,130.0,Software_En,101-150,กลาง(>2-3.5]
Harley-Davidson,3.8,software engineer 2,united states,30d+,$98K - $147K (Glassdoor est.),United States,Unknow,No,98.0,147.0,122.5,Software_En,101-150,กลาง(>2-3.5]
"VIZIO, Inc.",3.4,php engineer,"tampa, fl",30d+,$74K - $92K (Employer est.),Tampa, FL,No,74.0,92.0,83.0,Other,50-100,ต่ำ(0-2]
Geneva Technologies Inc.,3.4,associate design engineer - software v&v,"wauwatosa, wi",30d+,$8K - $12K (Employer est.),Wauwatosa, WI,No,8.0,12.0,10.0,Software_En,<50,ต่ำ(0-2]
ElectronX,4.2,senior software engineer,"dallas, tx",5d,$90K - $131K (Employer est.),Dallas, TX,No,90.0,131.0,110.5,Software_En,101-150,กลาง(>2-3.5]
Camelot Integrated Solutions Inc.,3.7,software engineer,"monument, co",4d,$120K - $150K (Employer est.),Monument, CO,No,120.0,150.0,135.0,Software_En,101-150,กลาง(>2-3.5]
"JRC Integrated Systems, LLC",3.7,experienced: core infrastructure software engineer,remote,3d,$126K - $237K (Employer est.),Remote,Unknow,Yes,126.0,237.0,181.5,Software_En,151-200,กลาง(>2-3.5]
Sabre Engineering,3.5,software developer (job code 001),"houston, tx",30d+,$50K - $78K (Glassdoor est.),Houston, TX,No,50.0,78.0,64.0,Software_En,50-100,กลาง(>2-3.5]
Thermoflow,4.2,software engineer,"dahlgren, va",30d+,$94K - $117K (Glassdoor est.),Dahlgren, VA,No,94.0,117.0,105.5,Software_En,101-150,กลาง(>2-3.5]
Fanatics Inc.,3.5,jr. software engineer,"columbia, md",2d,$185K - $200K (Employer est.),Columbia, MD,No,185.0,200.0,192.5,Software_En,151-200,กลาง(>2-3.5]
"Twitch Interactive, Inc.",3.5,"computer science, software engineers, programmers","jacksonville, fl",30d+,$103K - $149K (Employer est.),Jacksonville, FL,No,103.0,149.0,126.0,Software_En,101-150,กลาง(>2-3.5]
Adtran,3.4,sr software engineer,"new york, ny",30d+,$109K - $141K (Glassdoor est.),New York, NY,No,109.0,141.0,125.0,Software_En,101-150,ต่ำ(0-2]
Oncorre,3.8,software development engineer,"seattle, wa",5d,$76K - $116K (Glassdoor est.),Seattle, WA,No,76.0,116.0,96.0,Software_En,50-100,กลาง(>2-3.5]
NMG Technology Services,3.8,senior software engineer,oregon,5d,$37K - $82K (Employer est.),Oregon,Unknow,No,37.0,82.0,59.5,Software_En,50-100,กลาง(>2-3.5]
Captivation Software,3.7,software engineer,"bridgewater, nj",30d+,$129K - $159K (Glassdoor est.),Bridgewater, NJ,No,129.0,159.0,144.0,Software_En,101-150,กลาง(>2-3.5]
Invisible Technologies,3.7,software engineer,"brooklyn, ny",30d+,$80K - $111K (Glassdoor est.),Brooklyn, NY,No,80.0,111.0,95.5,Software_En,50-100,กลาง(>2-3.5]
Metas Solutions,4.1,software engineer 2 - devops,"annapolis junction, md",30d+,$95K - $133K (Glassdoor est.),Annapolis Junction, MD,No,95.0,133.0,114.0,Software_En,101-150,กลาง(>2-3.5]
"GAP Solutions, Inc.",4.0,senior software engineer - platform,remote,16d,$130K - $140K (Employer est.),Remote,Unknow,Yes,130.0,140.0,135.0,Software_En,101-150,กลาง(>2-3.5]
Independent Software,4.2,software quality assurance engineer & tester,"atlanta, ga",2d,$81K - $118K (Glassdoor est.),Atlanta, GA,No,81.0,118.0,99.5,Software_En,50-100,กลาง(>2-3.5]
InterImage,4.1,software qa engineer and tester,"atlanta, ga",24h,$120K - $150K (Employer est.),Atlanta, GA,No,120.0,150.0,135.0,Software_En,101-150,กลาง(>2-3.5]
Tickets.com,5.0,"software integration engineer, junior","fort meade, md",30d+,$180K - $260K (Employer est.),Fort Meade, MD,No,180.0,260.0,220.0,Software_En,201-250,สูง(>3.5-5]
Adobe,4.9,2251 java & nifi software engineer,"annapolis junction, md",18d,$86K - $111K (Glassdoor est.),Annapolis Junction, MD,No,86.0,111.0,98.5,Software_En,50-100,สูง(>3.5-5]
Embecta,3.3,senior software engineer,"boulder, co",6d,$40.00 - $45.00 Per Hour (Employer est.),Boulder, CO,No,,,129.3361934477379,Software_En,101-150,ต่ำ(0-2]
Tesla,4.2,senior software development engineer,"san jose, ca",11d,$74K - $109K (Glassdoor est.),San Jose, CA,No,74.0,109.0,91.5,Software_En,50-100,กลาง(>2-3.5]
CVS Health,4.1,"senior fullstack software engineer (hybrid - andover, ma)","andover, ma",6d,$108K - $116K (Employer est.),Andover, MA,No,108.0,116.0,112.0,Software_En,101-150,กลาง(>2-3.5]
Space Systems Integration,3.0,"sr. software engineer, backend, factory software","fremont, ca",4d,$103K - $146K (Glassdoor est.),Fremont, CA,No,103.0,146.0,124.5,Software_En,101-150,ต่ำ(0-2]
Cash App,4.5,full-stack software developer,"hartford, ct",17d,$89K - $128K (Glassdoor est.),Hartford, CT,No,89.0,128.0,108.5,Software_En,101-150,สูง(>3.5-5]
Annapurna Labs (U.S.) Inc.,5.0,software engineer,"albuquerque, nm",30d+,$84K (Employer est.),Albuquerque, NM,No,,,129.3361934477379,Software_En,101-150,สูง(>3.5-5]
Index Engines Inc.,3.9,"software engineer, incentive","seattle, wa",3d,$144K - $198K (Employer est.),Seattle, WA,No,144.0,198.0,171.0,Software_En,151-200,กลาง(>2-3.5]
Ford Motor Company,4.4,"software dev engineer - machine learning apps, accelerator","cupertino, ca",3d,$160K - $321K (Employer est.),Cupertino, CA,No,160.0,321.0,240.5,Software_En,201-250,กลาง(>2-3.5]
Q9Software,4.1,react software engineer,colorado,30d+,$97K - $155K (Glassdoor est.),Colorado,Unknow,No,97.0,155.0,126.0,Software_En,101-150,กลาง(>2-3.5]
Squarespace,3.8,software engineer,"dearborn, mi",30d+,$120K - $290K (Employer est.),Dearborn, MI,No,120.0,290.0,205.0,Software_En,201-250,กลาง(>2-3.5]
"Advanced Micro Devices, Inc",3.4,software developer,"germantown, md",30d+,$87K - $126K (Glassdoor est.),Germantown, MD,No,87.0,126.0,106.5,Software_En,101-150,ต่ำ(0-2]
InterImage,3.7,"senior software engineer, user platform (java)",united states,5d,$129K - $224K (Employer est.),United States,Unknow,No,129.0,224.0,176.5,Software_En,151-200,กลาง(>2-3.5]
"Flow Systems, Inc",3.4,software development engineer - ai/ml,"san jose, ca",30d+,$103K - $141K (Employer est.),San Jose, CA,No,103.0,141.0,122.0,Software_En,101-150,ต่ำ(0-2]
OpenAI,4.6,2128 software engineer 1 (java focused),"annapolis junction, md",18d,$135K - $155K (Employer est.),Annapolis Junction, MD,No,135.0,155.0,145.0,Software_En,101-150,สูง(>3.5-5]
Teradyne,3.8,software engineer,"berthoud, co",3d,$65K - $118K (Employer est.),Berthoud, CO,No,65.0,118.0,91.5,Software_En,50-100,กลาง(>2-3.5]
Meta,2.9,"senior software engineer, search evaluations","san francisco, ca",6d,$80K - $94K (Employer est.),San Francisco, CA,No,80.0,94.0,87.0,Software_En,50-100,ต่ำ(0-2]
Yellow Duck Technologies Inc.,4.3,software performance engineer,"north reading, ma",18d,$104K - $348K (Employer est.),North Reading, MA,No,104.0,348.0,226.0,Software_En,201-250,กลาง(>2-3.5]
Workday,4.0,software engineer - camera (technical leadership),"redmond, wa",3d,$300K - $450K (Employer est.),Redmond, WA,No,300.0,450.0,375.0,Software_En,>300,กลาง(>2-3.5]
Ops Tech Alliance,4.2,cleared junior software engineer,"annapolis junction, md",15d,$90K - $126K (Glassdoor est.),Annapolis Junction, MD,No,90.0,126.0,108.0,Software_En,101-150,กลาง(>2-3.5]
CDK Global,3.7,principal software engineer,"seattle, wa",30d+,$78K - $102K (Glassdoor est.),Seattle, WA,No,78.0,102.0,90.0,Software_En,50-100,กลาง(>2-3.5]
IAB Solutions LLC,3.7,software engineer level 3,"fort meade, md",30d+,$110K - $154K (Employer est.),Fort Meade, MD,No,110.0,154.0,132.0,Software_En,101-150,กลาง(>2-3.5]
General Assembly,4.2,associate software engineer,"austin, tx",5d,$87K - $171K (Employer est.),Austin, TX,No,87.0,171.0,129.0,Software_En,101-150,กลาง(>2-3.5]
Delta Dental Ins.,4.3,senior software engineer,whitehall township,11d,$125K - $160K (Employer est.),Whitehall Township,Unknow,No,125.0,160.0,142.5,Software_En,101-150,กลาง(>2-3.5]
Cotiviti,4.4,software engineer instructor,"denver, co",30d+,$83K - $124K (Employer est.),Denver, CO,No,83.0,124.0,103.5,Software_En,101-150,กลาง(>2-3.5]
BOEING,4.1,senior software engineer,"alpharetta, ga",1d,$74K - $98K (Glassdoor est.),Alpharetta, GA,No,74.0,98.0,86.0,Software_En,50-100,กลาง(>2-3.5]
Braum's,3.9,sr. devops engineer,remote,2d,$102K - $159K (Employer est.),Remote,Unknow,Yes,102.0,159.0,130.5,Software_Dev,101-150,กลาง(>2-3.5]
Cummings Aerospace Inc,2.5,software engineer - mid level,"annapolis junction, md",17d,$115K - $165K (Employer est.),Annapolis Junction, MD,No,115.0,165.0,140.0,Software_En,101-150,ต่ำ(0-2]
T.M. Bier & Associates,4.4,senior software engineer,"oklahoma city, ok",6d,$108K - $216K (Employer est.),Oklahoma City, OK,No,108.0,216.0,162.0,Software_En,151-200,กลาง(>2-3.5]
Zelis,3.9,software engineer-mid level,"largo, fl",3d,$90K - $145K (Employer est.),Largo, FL,No,90.0,145.0,117.5,Software_En,101-150,กลาง(>2-3.5]
TikTok,3.7,software engineer (bms),united states,9d,$68K - $104K (Glassdoor est.),United States,Unknow,No,68.0,104.0,86.0,Software_En,50-100,กลาง(>2-3.5]
Eaton,3.5,senior software engineer - c# & rust,new jersey,3d,$72K - $108K (Employer est.),New Jersey,Unknow,No,72.0,108.0,90.0,Software_En,50-100,กลาง(>2-3.5]
CVS Health,3.0,"frontend software engineer graduate, tiktok infrastructure - 2025 start (bs/ms)","san jose, ca",10d,$69K - $120K (Glassdoor est.),San Jose, CA,No,69.0,120.0,94.5,Software_En,50-100,ต่ำ(0-2]
Zoox,3.7,eaton development program: engineering technology - software,"peachtree city, ga",5d,$72K - $127K (Glassdoor est.),Peachtree City, GA,No,72.0,127.0,99.5,Software_En,50-100,กลาง(>2-3.5]
Radiance Technologies,3.9,software development engineer,"hartford, ct",30d+,$158K - $205K (Employer est.),Hartford, CT,No,158.0,205.0,181.5,Software_En,151-200,กลาง(>2-3.5]
Boston Consulting Group,4.2,senior fullstack software engineer - perception metrics platform,"san francisco, ca",19d,$100K - $160K (Employer est.),San Francisco, CA,No,100.0,160.0,130.0,Software_En,101-150,กลาง(>2-3.5]
Sage,3.5,full stack software engineer,"beavercreek, oh",13d,$50.00 - $54.00 Per Hour (Employer est.),Beavercreek, OH,No,,,129.3361934477379,Software_En,101-150,กลาง(>2-3.5]
Neurable,4.4,"ai software engineer, campus, united states - bcg x","los angeles, ca",4d,$130K - $210K (Employer est.),Los Angeles, CA,No,130.0,210.0,170.0,Software_En,151-200,กลาง(>2-3.5]
ASM International,3.4,"software engineer - c#, c++","lawrenceville, ga",30d+,$115K - $159K (Glassdoor est.),Lawrenceville, GA,No,115.0,159.0,137.0,Software_En,101-150,ต่ำ(0-2]
Galvion,4.0,senior software engineer,"boston, ma",9d,$138K - $192K (Glassdoor est.),Boston, MA,No,138.0,192.0,165.0,Software_En,151-200,กลาง(>2-3.5]
Prophet Software,3.6,field software support engineer,"hillsboro, or",30d+,$89K - $129K (Glassdoor est.),Hillsboro, OR,No,89.0,129.0,109.0,Software_En,101-150,กลาง(>2-3.5]
Ansira,4.1,associate software engineer (on-site),"portsmouth, nh",1d,$130K - $150K (Employer est.),Portsmouth, NH,No,130.0,150.0,140.0,Software_En,101-150,กลาง(>2-3.5]
Elder Research,4.7,software developer,"westlake village, ca",16d,$177K - $251K (Employer est.),Westlake Village, CA,No,177.0,251.0,214.0,Software_En,201-250,สูง(>3.5-5]
3 Reasons Consulting,3.9,full stack software engineer,washington state,11d,$100K - $158K (Glassdoor est.),Washington State,Unknow,No,100.0,158.0,129.0,Software_En,101-150,กลาง(>2-3.5]
"AB2 Consulting, Inc.",3.2,backend software engineer,"fort george g meade, md",30d+,$168K - $253K (Employer est.),Fort George G Meade, MD,No,168.0,253.0,210.5,Software_En,201-250,ต่ำ(0-2]
University of Maryland,4.1,software engineer ii,"san diego, ca",30d+,$167K - $296K (Employer est.),San Diego, CA,No,167.0,296.0,231.5,Software_En,201-250,กลาง(>2-3.5]
CPI Card Group,3.6,"software development engineer in test (sdet) / okemos, mi (hybrid)","okemos, mi",10d,$136K - $200K (Employer est.),Okemos, MI,No,136.0,200.0,168.0,Software_En,151-200,กลาง(>2-3.5]
Simplot,3.8,research software and data engineer,"college park, md",5d,$35.00 - $50.00 Per Hour (Employer est.),College Park, MD,No,,,129.3361934477379,Software_En,101-150,กลาง(>2-3.5]
Walmart Advanced Systems and Robotics,4.1,software process engineer,"fort wayne, in",30d+,$118K - $142K (Employer est.),Fort Wayne, IN,No,118.0,142.0,130.0,Software_En,101-150,กลาง(>2-3.5]
Fanatics Inc.,3.5,software engineer,"boise, id",12d,$109K - $219K (Employer est.),Boise, ID,No,109.0,219.0,164.0,Software_En,151-200,กลาง(>2-3.5]
GE HEALTHCARE,4.0,senior software engineer – emulation,"andover, ma",25d,$64K - $113K (Glassdoor est.),Andover, MA,No,64.0,113.0,88.5,Software_En,50-100,กลาง(>2-3.5]
NORC at the University of Chicago,4.1,"software engineer ii, android",united states,30d+,$104K - $166K (Employer est.),United States,Unknow,No,104.0,166.0,135.0,Software_En,101-150,กลาง(>2-3.5]
WSSC Water,5.0,software engineer,"washington, dc",30d+,$181K - $212K (Employer est.),Washington, DC,No,181.0,212.0,196.5,Software_En,151-200,สูง(>3.5-5]
RVO Health,4.0,cloud engineer,"chicago, il",5d,$91K - $119K (Glassdoor est.),Chicago, IL,No,91.0,119.0,105.0,Software_clound,101-150,กลาง(>2-3.5]
Wisenbaker Builder Services,3.8,"engineering software administrator (e-builder, primavera p6)","laurel, md",2d,$70K - $115K (Employer est.),Laurel, MD,No,70.0,115.0,92.5,Software_En,50-100,กลาง(>2-3.5]
Optum,3.0,2025 early career program: software engineering,"charlotte, nc",4d,$124K - $211K (Employer est.),Charlotte, NC,No,124.0,211.0,167.5,Software_En,151-200,ต่ำ(0-2]
SoFi,3.9,cad software engineer (cabinets),"hillsboro, tx",12d,$161K - $253K (Employer est.),Hillsboro, TX,No,161.0,253.0,207.0,Software_En,201-250,กลาง(>2-3.5]
Fanatics Inc.,4.1,"senior ai/ml software engineer, java - remote","eden prairie, mn",3d,$90K - $140K (Employer est.),Eden Prairie, MN,No,90.0,140.0,115.0,Software_En,101-150,กลาง(>2-3.5]
Micron,3.4,"staff software engineer, at work","seattle, wa",2d,$123K - $175K (Employer est.),Seattle, WA,No,123.0,175.0,149.0,Software_En,101-150,ต่ำ(0-2]
Boeing,3.5,software engineer ii,"new york, ny",18d,$81K - $131K (Glassdoor est.),New York, NY,No,81.0,131.0,106.0,Software_En,101-150,กลาง(>2-3.5]
bellelynn,3.6,it software engineer,"boise, id",30d+,$77K - $104K (Glassdoor est.),Boise, ID,No,77.0,104.0,90.5,Software_En,50-100,กลาง(>2-3.5]
Bertrandt,3.8,software engineer 3 - front end (contract),"el segundo, ca",3d,$125K - $208K (Employer est.),El Segundo, CA,No,125.0,208.0,166.5,Software_En,151-200,กลาง(>2-3.5]
Amazon.com Services LLC,3.7,sr software engineer,"columbia, md",3d,$80K - $113K (Glassdoor est.),Columbia, MD,No,80.0,113.0,96.5,Software_En,50-100,กลาง(>2-3.5]
Salesforce,4.0,automotive software engineer,"sterling heights, mi",30d+,$129K - $224K (Employer est.),Sterling Heights, MI,No,129.0,224.0,176.5,Software_En,151-200,กลาง(>2-3.5]
Ford Motor Company,4.2,"front end engineer, sponsored brands - fixed","new york, ny",4d,$92K - $133K (Glassdoor est.),New York, NY,No,92.0,133.0,112.5,Other,101-150,กลาง(>2-3.5]
EAI Technologies,3.8,software engineering lmts,"bellevue, wa",4d,$105K - $130K (Glassdoor est.),Bellevue, WA,No,105.0,130.0,117.5,Software_En,101-150,กลาง(>2-3.5]
Mahlet,4.1,software engineer - global order bank,"dearborn, mi",16d,$62K - $89K (Glassdoor est.),Dearborn, MI,No,62.0,89.0,75.5,Software_En,50-100,กลาง(>2-3.5]
New River Systems Corporation,4.4,physics/math graduate - entry level software developer,"vienna, va",30d+,$110K - $145K (Employer est.),Vienna, VA,No,110.0,145.0,127.5,Software_En,101-150,กลาง(>2-3.5]
REV Robotics,4.6,software engineer,"burtonsville, md",16d,$116K - $128K (Employer est.),Burtonsville, MD,No,116.0,128.0,122.0,Software_En,101-150,สูง(>3.5-5]
"IntelliGenesis, LLC",4.1,onestream software systems engineer,united states,17d,$111K - $184K (Employer est.),United States,Unknow,No,111.0,184.0,147.5,Software_En,101-150,กลาง(>2-3.5]
Enersys,3.6,senior software engineer,"carrollton, tx",5d,$138K - $297K (Employer est.),Carrollton, TX,No,138.0,297.0,217.5,Software_En,201-250,กลาง(>2-3.5]
University of Washington,4.7,full stack software engineer level 1,"arlington, va",30d+,$109K - $145K (Glassdoor est.),Arlington, VA,No,109.0,145.0,127.0,Software_En,101-150,สูง(>3.5-5]
Hewlett Packard,3.8,product engineer i,"longmont, co",24h,$97K - $133K (Glassdoor est.),Longmont, CO,No,97.0,133.0,115.0,Other,101-150,กลาง(>2-3.5]
Movius Interactive Corporation,3.4,software engineer,"seattle, wa",30d+,$100K - $145K (Employer est.),Seattle, WA,No,100.0,145.0,122.5,Software_En,101-150,ต่ำ(0-2]
Noblis,4.1,cloud software development engineer,"fort collins, co",11d,$86K - $129K (Glassdoor est.),Fort Collins, CO,No,86.0,129.0,107.5,Software_clound,101-150,กลาง(>2-3.5]
CEDENT,3.7,software engineer - backend voice,"fremont, ca",1d,$53K - $96K (Glassdoor est.),Fremont, CA,No,53.0,96.0,74.5,Software_En,50-100,กลาง(>2-3.5]
Bank of America,3.5,software engineer (all levels),"mclean, va",30d+,$75K - $131K (Employer est.),McLean, VA,No,75.0,131.0,103.0,Software_En,101-150,กลาง(>2-3.5]
LinQuest Corporation,4.3,"software system engineer (c++, java background)","warren, mi",30d+,$119K - $173K (Glassdoor est.),Warren, MI,No,119.0,173.0,146.0,Software_En,101-150,กลาง(>2-3.5]
Hewlett Packard,3.5,software engineer ii,"charlotte, nc",3d,$97K - $126K (Glassdoor est.),Charlotte, NC,No,97.0,126.0,111.5,Software_En,101-150,กลาง(>2-3.5]
Oracle,4.0,ground software engineer,virginia,11d,$84K - $106K (Glassdoor est.),Virginia,Unknow,No,84.0,106.0,95.0,Software_En,50-100,กลาง(>2-3.5]
Federal Reserve Bank of Boston,4.1,experienced front-end engineer,"fort collins, co",14d,$81K - $109K (Glassdoor est.),Fort Collins, CO,No,81.0,109.0,95.0,Other,50-100,กลาง(>2-3.5]
Collins Aerospace,3.5,software developer,"austin, tx",2d,$166K - $228K (Employer est.),Austin, TX,No,166.0,228.0,197.0,Software_En,151-200,กลาง(>2-3.5]
Apriva,3.9,full-stack software engineer – digital money and payments research & development,"boston, ma",30d+,$154K - $279K (Employer est.),Boston, MA,No,154.0,279.0,216.5,Software_En,201-250,กลาง(>2-3.5]
ASEC,3.9,software engineering co-op (summer/fall 2025) (onsite),"cedar rapids, ia",2d,$115K - $154K (Employer est.),Cedar Rapids, IA,No,115.0,154.0,134.5,Software_En,101-150,กลาง(>2-3.5]
T. Rowe Price,4.6,software engineer iv,"phoenix, az",27d,$66K - $109K (Glassdoor est.),Phoenix, AZ,No,66.0,109.0,87.5,Software_En,50-100,สูง(>3.5-5]
S&S Activewear LLC,3.8,software engineer,"patuxent river, md",16d,$116K - $204K (Employer est.),Patuxent River, MD,No,116.0,204.0,160.0,Software_En,151-200,กลาง(>2-3.5]
Peterson Technologies,4.0,software engineer,"owings mills, md",23d,$102K - $150K (Glassdoor est.),Owings Mills, MD,No,102.0,150.0,126.0,Software_En,101-150,กลาง(>2-3.5]
"LongPath Technologies, Inc.",3.7,senior software engineer (hybrid available),"bolingbrook, il",22d,$139K - $184K (Glassdoor est.),Bolingbrook, IL,No,139.0,184.0,161.5,Software_En,151-200,กลาง(>2-3.5]
Gradient,4.0,mid level software engineer,"hanover, md",30d+,$94K - $118K (Glassdoor est.),Hanover, MD,No,94.0,118.0,106.0,Software_En,101-150,กลาง(>2-3.5]
Amazon.com Services LLC,4.2,senior software engineer,"boulder, co",18d,$94K - $136K (Glassdoor est.),Boulder, CO,No,94.0,136.0,115.0,Software_En,101-150,กลาง(>2-3.5]
ENVISN INCORPORATED,3.7,senior software engineer,"burlingame, ca",2d,$126K - $265K (Employer est.),Burlingame, CA,No,126.0,265.0,195.5,Software_En,151-200,กลาง(>2-3.5]
Intersoft Data Labs,3.5,"software development engineer ii, sort tech","tempe, az",3d,$100K - $135K (Glassdoor est.),Tempe, AZ,No,100.0,135.0,117.5,Software_En,101-150,กลาง(>2-3.5]
Digital Insight Printing,4.1,software quality assurance (tester) engineer,"indianola, pa",9d,$175K - $209K (Employer est.),Indianola, PA,No,175.0,209.0,192.0,Software_En,151-200,กลาง(>2-3.5]
Teradyne,3.6,software engineer (onsite),"columbia, md",25d,$248K - $385K (Employer est.),Columbia, MD,No,248.0,385.0,316.5,Software_En,>300,กลาง(>2-3.5]
Beshenich Muir & Associates Llc,4.6,magento developer,remote,24h,$91K - $152K (Employer est.),Remote,Unknow,Yes,91.0,152.0,121.5,Software_Dev,101-150,สูง(>3.5-5]
Powermind Solutions,4.6,software machine learning engineer,"north reading, ma",3d,$129K - $193K (Employer est.),North Reading, MA,No,129.0,193.0,161.0,Software_En,151-200,สูง(>3.5-5]
Plaid,3.7,software systems engineer,"fort belvoir, va",30d+,$98K - $135K (Glassdoor est.),Fort Belvoir, VA,No,98.0,135.0,116.5,Software_En,101-150,กลาง(>2-3.5]
"Grammarly, Inc.",3.2,software developer,georgia,4d,$114K - $149K (Glassdoor est.),Georgia,Unknow,No,114.0,149.0,131.5,Software_En,101-150,ต่ำ(0-2]
ShipperHQ,4.0,software engineer - credit,"san francisco, ca",30d+,$130K - $236K (Employer est.),San Francisco, CA,No,130.0,236.0,183.0,Software_En,151-200,กลาง(>2-3.5]
Bryn Neil,3.6,"software engineer, back-end",united states,30d+,$144K - $288K (Employer est.),United States,Unknow,No,144.0,288.0,216.0,Software_En,201-250,กลาง(>2-3.5]
DCS Corp,3.9,sr. software engineer - site reliability,"austin, tx",16d,$49K - $84K (Glassdoor est.),Austin, TX,No,49.0,84.0,66.5,Software_En,50-100,กลาง(>2-3.5]
Bank of America,3.4,cleared software engineer,"denver, co",3d,$129K - $224K (Employer est.),Denver, CO,No,129.0,224.0,176.5,Software_En,151-200,ต่ำ(0-2]
"Amazon Web Services, Inc.",3.8,software developer,maryland,3d,$118K - $184K (Glassdoor est.),Maryland,Unknow,No,118.0,184.0,151.0,Software_En,151-200,กลาง(>2-3.5]
